state,occ_code,occ_title,o_group,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual_growth_rate
AL,11-1011,Chief Executives,detailed,101670.0,134650.0,166420.0,222490.0,317400.0,0.021409554414415277
AL,11-1021,General and Operations Managers,detailed,55160.0,76840.0,111790.0,169510.0,243600.0,0.03820128002580425
AL,11-2011,Advertising and Promotions Managers,detailed,60000.0,62500.0,64640.0,143210.0,213860.0,0.0033723593988554956
AL,11-2021,Marketing Managers,detailed,70790.0,89950.0,120160.0,164800.0,225300.0,0.02938035359993929
AL,11-2022,Sales Managers,detailed,66050.0,87490.0,124040.0,167200.0,218270.0,0.03552439403499097
AL,11-2032,Public Relations Managers,detailed,63380.0,80070.0,98210.0,127510.0,176630.0,0.020630607702623927
AL,11-2033,Fundraising Managers,detailed,59760.0,73740.0,83700.0,107310.0,160290.0,0.012749954799226915
AL,11-3012,Administrative Services Managers,detailed,46690.0,63460.0,114550.0,154220.0,207300.0,0.06083906131109362
AL,11-3013,Facilities Managers,detailed,82450.0,99440.0,121010.0,144990.0,174990.0,0.01982584646693364
AL,11-3021,Computer and Information Systems Managers,detailed,83260.0,105780.0,138670.0,174470.0,213460.0,0.02744337297817223
AL,11-3031,Financial Managers,detailed,86340.0,108390.0,140500.0,191080.0,256750.0,0.02628672368955476
AL,11-3051,Industrial Production Managers,detailed,69560.0,92350.0,122520.0,160380.0,204050.0,0.028672213518788237
AL,11-3061,Purchasing Managers,detailed,77990.0,98100.0,130710.0,158110.0,188140.0,0.02911517147729148
AL,11-3071,"Transportation, Storage, and Distribution Managers",detailed,63710.0,91120.0,118320.0,149540.0,198970.0,0.02646570772223633
AL,11-3111,Compensation and Benefits Managers,detailed,84090.0,101300.0,118470.0,152880.0,205840.0,0.01578055359533992
AL,11-3121,Human Resources Managers,detailed,70520.0,85640.0,113210.0,153650.0,195570.0,0.028302314175142618
AL,11-3131,Training and Development Managers,detailed,92000.0,101780.0,128750.0,160420.0,193900.0,0.023784332700618194
AL,11-9021,Construction Managers,detailed,61970.0,77190.0,96960.0,121330.0,157460.0,0.023064833417409947
AL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,27290.0,34900.0,41780.0,58370.0,77530.0,0.01815594364881412
AL,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,76150.0,82000.0,97480.0,105450.0,123070.0,0.01744318419773605
AL,11-9033,"Education Administrators, Postsecondary",detailed,62570.0,78490.0,100030.0,132170.0,211370.0,0.0245463110991333
AL,11-9039,"Education Administrators, All Other",detailed,38540.0,59970.0,94610.0,113350.0,129720.0,0.0466471600187206
AL,11-9041,Architectural and Engineering Managers,detailed,106100.0,131290.0,162350.0,201190.0,236230.0,0.02146164634180492
AL,11-9051,Food Service Managers,detailed,45770.0,57080.0,63010.0,79000.0,97450.0,0.009932972848355481
AL,11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,62190.0,63890.0,66540.0,66980.0,77720.0,0.004072311013282981
AL,11-9081,Lodging Managers,detailed,45750.0,59740.0,69420.0,88340.0,104370.0,0.015130646287262461
AL,11-9111,Medical and Health Services Managers,detailed,64640.0,79500.0,97790.0,118440.0,159450.0,0.020922397641703006
AL,11-9121,Natural Sciences Managers,detailed,81770.0,102860.0,133470.0,168680.0,292940.0,0.02639307694984594
AL,11-9131,Postmasters and Mail Superintendents,detailed,87710.0,90650.0,95740.0,102590.0,111740.0,0.005477974206476999
AL,11-9141,"Property, Real Estate, and Community Association Managers",detailed,39910.0,48060.0,58240.0,73620.0,98740.0,0.019397959605871984
AL,11-9151,Social and Community Service Managers,detailed,46010.0,56960.0,72310.0,96280.0,121090.0,0.024148275582525525
AL,11-9171,Funeral Home Managers,detailed,43790.0,49990.0,63010.0,76170.0,118670.0,0.023417017711540478
AL,11-9199,"Managers, All Other",detailed,55490.0,91650.0,135890.0,164390.0,203530.0,0.04017282378589759
AL,13-1020,Buyers and Purchasing Agents,detailed,45190.0,57340.0,74030.0,98580.0,127620.0,0.025876321976450622
AL,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,49190.0,62260.0,79710.0,97070.0,106370.0,0.025015350261012648
AL,13-1041,Compliance Officers,detailed,41620.0,51300.0,72990.0,98470.0,126870.0,0.035892288008828155
AL,13-1051,Cost Estimators,detailed,42400.0,53890.0,74990.0,92970.0,118160.0,0.03359289907930485
AL,13-1071,Human Resources Specialists,detailed,41890.0,50930.0,64940.0,85030.0,112880.0,0.024598842258857223
AL,13-1075,Labor Relations Specialists,detailed,17880.0,18550.0,48120.0,85260.0,96990.0,0.10001389352881662
AL,13-1081,Logisticians,detailed,61320.0,74490.0,98450.0,124380.0,142670.0,0.02828091332158511
AL,13-1082,Project Management Specialists,detailed,63550.0,78010.0,100820.0,132500.0,164910.0,0.025981763788594403
AL,13-1111,Management Analysts,detailed,63400.0,82120.0,108040.0,138590.0,193370.0,0.02781171503535873
AL,13-1121,"Meeting, Convention, and Event Planners",detailed,36150.0,42370.0,52180.0,69790.0,82940.0,0.02104424326187182
AL,13-1131,Fundraisers,detailed,38440.0,46480.0,60120.0,69780.0,84740.0,0.026065972367096846
AL,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,51390.0,51480.0,57710.0,77250.0,98100.0,0.011489208337599255
AL,13-1151,Training and Development Specialists,detailed,39690.0,47300.0,64490.0,83600.0,114010.0,0.03148549125334199
AL,13-1161,Market Research Analysts and Marketing Specialists,detailed,36100.0,46330.0,59530.0,79690.0,114010.0,0.02538594022812002
AL,13-1199,"Business Operations Specialists, All Other",detailed,61110.0,77000.0,100240.0,131270.0,164280.0,0.026727119150587786
AL,13-2011,Accountants and Auditors,detailed,50240.0,60840.0,74880.0,95870.0,123170.0,0.02098100681516013
AL,13-2020,Property Appraisers and Assessors,detailed,22880.0,35910.0,61370.0,97710.0,102650.0,0.05505250220847269
AL,13-2031,Budget Analysts,detailed,61050.0,76400.0,99490.0,124380.0,142670.0,0.02675921018219518
AL,13-2041,Credit Analysts,detailed,52790.0,63950.0,79970.0,110920.0,138570.0,0.022606749149684635
AL,13-2051,Financial and Investment Analysts,detailed,52200.0,70190.0,91290.0,109450.0,157320.0,0.02663199863452892
AL,13-2052,Personal Financial Advisors,detailed,42150.0,47250.0,77990.0,136050.0,342030.0,0.05138968217568629
AL,13-2053,Insurance Underwriters,detailed,43540.0,54400.0,62220.0,98450.0,129600.0,0.013521837968597072
AL,13-2054,Financial Risk Specialists,detailed,39640.0,55710.0,81750.0,110950.0,141000.0,0.03909549104107457
AL,13-2071,Credit Counselors,detailed,39260.0,44920.0,48120.0,57660.0,73170.0,0.006905207885730347
AL,13-2072,Loan Officers,detailed,42090.0,49470.0,66710.0,102990.0,155660.0,0.0303503027192622
AL,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,35160.0,40590.0,58100.0,79340.0,107810.0,0.03651527854447023
AL,13-2082,Tax Preparers,detailed,23290.0,25080.0,33280.0,36540.0,48020.0,0.028692511980030977
AL,13-2099,"Financial Specialists, All Other",detailed,37160.0,63770.0,87110.0,112260.0,142670.0,0.03168035210661002
AL,15-1211,Computer Systems Analysts,detailed,64880.0,80680.0,101770.0,128680.0,163110.0,0.023494206077650626
AL,15-1212,Information Security Analysts,detailed,66090.0,84590.0,122730.0,137640.0,170690.0,0.037918303984827206
AL,15-1221,Computer and Information Research Scientists,detailed,63290.0,80600.0,117870.0,149800.0,174030.0,0.03873992426223194
AL,15-1231,Computer Network Support Specialists,detailed,40290.0,48340.0,61890.0,79660.0,99270.0,0.02501774439724258
AL,15-1232,Computer User Support Specialists,detailed,35320.0,42260.0,49630.0,61300.0,75790.0,0.01620535291227898
AL,15-1241,Computer Network Architects,detailed,76960.0,99660.0,130810.0,157900.0,173400.0,0.027571395437164137
AL,15-1242,Database Administrators,detailed,60500.0,74230.0,93900.0,119170.0,134810.0,0.023784648712340983
AL,15-1243,Database Architects,detailed,78400.0,92170.0,105450.0,139510.0,172890.0,0.013551217484861322
AL,15-1244,Network and Computer Systems Administrators,detailed,51690.0,64800.0,81400.0,104260.0,135080.0,0.023069034364627594
AL,15-1251,Computer Programmers,detailed,58100.0,72770.0,93800.0,114000.0,132330.0,0.025711078680496824
AL,15-1252,Software Developers,detailed,71590.0,86990.0,122540.0,154290.0,175330.0,0.034858222019102936
AL,15-1253,Software Quality Assurance Analysts and Testers,detailed,62670.0,78520.0,101500.0,130320.0,162600.0,0.02600286886291947
AL,15-1255,Web and Digital Interface Designers,detailed,44190.0,48730.0,51860.0,96450.0,127500.0,0.0062447097298738985
AL,15-1299,"Computer Occupations, All Other",detailed,59260.0,81960.0,106330.0,130440.0,151300.0,0.026373395964353286
AL,15-2011,Actuaries,detailed,71240.0,82630.0,136950.0,149320.0,160740.0,0.051822431269392455
AL,15-2031,Operations Research Analysts,detailed,64830.0,82210.0,115630.0,146970.0,173910.0,0.03470033034759901
AL,15-2041,Statisticians,detailed,51490.0,59130.0,76400.0,95370.0,122570.0,0.02595555657702575
AL,15-2051,Data Scientists,detailed,59130.0,74140.0,103120.0,127660.0,161590.0,0.033544147878414865
AL,17-1011,"Architects, Except Landscape and Naval",detailed,62980.0,76340.0,95990.0,133150.0,174870.0,0.023169024033648622
AL,17-1012,Landscape Architects,detailed,60370.0,74930.0,101220.0,109010.0,113430.0,0.03053099872299958
AL,17-1022,Surveyors,detailed,38520.0,50700.0,66840.0,86820.0,112580.0,0.028023040082062467
AL,17-2011,Aerospace Engineers,detailed,78660.0,98190.0,127540.0,165410.0,195190.0,0.026497545532360167
AL,17-2031,Bioengineers and Biomedical Engineers,detailed,70010.0,76610.0,85720.0,101250.0,142210.0,0.011299214707324756
AL,17-2041,Chemical Engineers,detailed,77750.0,96820.0,135030.0,141840.0,164700.0,0.03382378322129043
AL,17-2051,Civil Engineers,detailed,63930.0,77750.0,99010.0,128900.0,168370.0,0.024466747022272806
AL,17-2061,Computer Hardware Engineers,detailed,80680.0,107180.0,136990.0,163750.0,195190.0,0.024843406363478593
AL,17-2071,Electrical Engineers,detailed,77840.0,98220.0,125630.0,153280.0,180220.0,0.024918525219693732
AL,17-2072,"Electronics Engineers, Except Computer",detailed,77100.0,94710.0,120720.0,155520.0,195190.0,0.024562223488671764
AL,17-2081,Environmental Engineers,detailed,66720.0,78370.0,102650.0,125290.0,158910.0,0.027355879448545783
AL,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,68420.0,85600.0,105490.0,134100.0,165440.0,0.021112876433242
AL,17-2112,Industrial Engineers,detailed,68410.0,80920.0,99880.0,122640.0,152970.0,0.021273977310628522
AL,17-2131,Materials Engineers,detailed,69260.0,83880.0,107580.0,137620.0,168580.0,0.025196964975099823
AL,17-2141,Mechanical Engineers,detailed,72110.0,83800.0,100230.0,128100.0,162420.0,0.018064681322582876
AL,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,57540.0,72490.0,102530.0,124990.0,183090.0,0.0352787164664945
AL,17-2161,Nuclear Engineers,detailed,97950.0,125870.0,132570.0,154920.0,161290.0,0.0051995891380882675
AL,17-2199,"Engineers, All Other",detailed,87780.0,116040.0,152550.0,183040.0,195190.0,0.0277333489354481
AL,17-3011,Architectural and Civil Drafters,detailed,39040.0,46420.0,57100.0,68850.0,77630.0,0.020923256763757392
AL,17-3012,Electrical and Electronics Drafters,detailed,36280.0,44660.0,51650.0,64630.0,92200.0,0.014647432405573202
AL,17-3013,Mechanical Drafters,detailed,39630.0,45160.0,53600.0,76960.0,89600.0,0.017281357194059987
AL,17-3019,"Drafters, All Other",detailed,34120.0,36750.0,47320.0,61030.0,80030.0,0.025601717020820924
AL,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,43390.0,47640.0,62130.0,84150.0,110250.0,0.026911364494839995
AL,17-3022,Civil Engineering Technologists and Technicians,detailed,35610.0,43430.0,52750.0,65610.0,79240.0,0.019631545954717833
AL,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,45500.0,54860.0,74500.0,91840.0,108720.0,0.031074501671993104
AL,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,40390.0,49220.0,66660.0,85280.0,102650.0,0.03079515833923052
AL,17-3025,Environmental Engineering Technologists and Technicians,detailed,45160.0,50360.0,60170.0,76760.0,86810.0,0.017956990283660712
AL,17-3026,Industrial Engineering Technologists and Technicians,detailed,44950.0,50560.0,66510.0,77790.0,98940.0,0.02779852065746513
AL,17-3027,Mechanical Engineering Technologists and Technicians,detailed,46370.0,50060.0,60350.0,74390.0,78690.0,0.018869690372460113
AL,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,43710.0,47640.0,74650.0,96310.0,119970.0,0.04593767313018016
AL,17-3031,Surveying and Mapping Technicians,detailed,31370.0,36930.0,46450.0,59740.0,80140.0,0.02320025821175764
AL,19-1012,Food Scientists and Technologists,detailed,58510.0,82730.0,97480.0,113640.0,122790.0,0.016541819130671875
AL,19-1013,Soil and Plant Scientists,detailed,27270.0,50660.0,63010.0,88510.0,146810.0,0.0220553817964797
AL,19-1021,Biochemists and Biophysicists,detailed,47090.0,48510.0,48510.0,64110.0,85520.0,0.0
AL,19-1022,Microbiologists,detailed,38350.0,49000.0,65690.0,76160.0,96660.0,0.02974648500104493
AL,19-1023,Zoologists and Wildlife Biologists,detailed,47120.0,55640.0,74290.0,81670.0,99600.0,0.02932927274118513
AL,19-1029,"Biological Scientists, All Other",detailed,61620.0,68460.0,87260.0,103700.0,116900.0,0.024561025916685963
AL,19-1031,Conservation Scientists,detailed,48730.0,60300.0,77000.0,101500.0,115590.0,0.024748618033067604
AL,19-1032,Foresters,detailed,50240.0,60040.0,79530.0,87050.0,95400.0,0.028511210823723765
AL,19-1041,Epidemiologists,detailed,47830.0,59560.0,74740.0,88200.0,106590.0,0.022962798928139794
AL,19-1042,"Medical Scientists, Except Epidemiologists",detailed,51140.0,60950.0,68490.0,82900.0,135150.0,0.011731671863941528
AL,19-1099,"Life Scientists, All Other",detailed,80110.0,88510.0,110560.0,128410.0,148920.0,0.02249353073355631
AL,19-2012,Physicists,detailed,74290.0,103570.0,139330.0,195190.0,227790.0,0.030103982214591207
AL,19-2021,Atmospheric and Space Scientists,detailed,47330.0,65230.0,81080.0,104300.0,151300.0,0.021989976064738626
AL,19-2031,Chemists,detailed,61050.0,73500.0,97830.0,126200.0,150410.0,0.029007337180121606
AL,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,41260.0,52750.0,72490.0,85350.0,114900.0,0.03229913535233786
AL,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,49110.0,63130.0,88610.0,106200.0,136990.0,0.03448618368734557
AL,19-2099,"Physical Scientists, All Other",detailed,97470.0,117060.0,135350.0,166280.0,206060.0,0.01462363342332873
AL,19-3011,Economists,detailed,74520.0,91210.0,129960.0,153570.0,175170.0,0.036040480650490814
AL,19-3033,Clinical and Counseling Psychologists,detailed,57530.0,69000.0,90800.0,126430.0,154340.0,0.027835647317367762
AL,19-3034,School Psychologists,detailed,68710.0,71970.0,75060.0,78700.0,104720.0,0.004212691360886867
AL,19-3039,"Psychologists, All Other",detailed,64230.0,109300.0,136070.0,152570.0,160800.0,0.02214903340752694
AL,19-3051,Urban and Regional Planners,detailed,46650.0,58100.0,70710.0,98960.0,124040.0,0.019836310153140246
AL,19-3091,Anthropologists and Archeologists,detailed,40960.0,54070.0,75690.0,78630.0,82880.0,0.03420876365425829
AL,19-3093,Historians,detailed,42300.0,54040.0,72490.0,91560.0,122930.0,0.029808034728845856
AL,19-3099,"Social Scientists and Related Workers, All Other",detailed,74170.0,79640.0,95370.0,124180.0,142670.0,0.018188184828287657
AL,19-4013,Food Science Technicians,detailed,38530.0,38640.0,40940.0,44470.0,62060.0,0.005798704865521476
AL,19-4021,Biological Technicians,detailed,35610.0,41260.0,49220.0,55250.0,62230.0,0.01779716905367934
AL,19-4031,Chemical Technicians,detailed,37990.0,45690.0,58150.0,74820.0,84930.0,0.024407751659740073
AL,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,37340.0,38710.0,45000.0,52180.0,69990.0,0.015170371921904291
AL,19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed,29270.0,30260.0,35670.0,46800.0,49000.0,0.016584347601862337
AL,19-4051,Nuclear Technicians,detailed,97500.0,105880.0,110240.0,118110.0,153280.0,0.004043495950144749
AL,19-4061,Social Science Research Assistants,detailed,52430.0,53080.0,53080.0,53950.0,57160.0,0.0
AL,19-4071,Forest and Conservation Technicians,detailed,41260.0,50240.0,56720.0,62590.0,76160.0,0.0122054215688161
AL,19-4092,Forensic Science Technicians,detailed,39300.0,49000.0,59560.0,74290.0,88510.0,0.019708080728768174
AL,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,40260.0,46660.0,59500.0,73360.0,80110.0,0.024606774752255145
AL,19-5011,Occupational Health and Safety Specialists,detailed,51480.0,63040.0,82260.0,102420.0,125780.0,0.026968801013775856
AL,19-5012,Occupational Health and Safety Technicians,detailed,41780.0,49600.0,55010.0,70810.0,96350.0,0.010406186962365949
AL,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,37670.0,45590.0,59570.0,73450.0,78570.0,0.027107264243747986
AL,21-1013,Marriage and Family Therapists,detailed,40250.0,45340.0,49990.0,62340.0,75100.0,0.009811150870899343
AL,21-1015,Rehabilitation Counselors,detailed,35230.0,41260.0,54040.0,72490.0,80110.0,0.02735044095412742
AL,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,34420.0,39430.0,47310.0,62670.0,76510.0,0.01838646139310729
AL,21-1019,"Counselors, All Other",detailed,30490.0,38420.0,47580.0,49610.0,51300.0,0.02161369874386332
AL,21-1021,"Child, Family, and School Social Workers",detailed,37780.0,41890.0,46660.0,59560.0,72490.0,0.010842370219154684
AL,21-1022,Healthcare Social Workers,detailed,40020.0,48350.0,60000.0,65710.0,74440.0,0.021822537189626123
AL,21-1023,Mental Health and Substance Abuse Social Workers,detailed,29370.0,35740.0,41500.0,55640.0,64750.0,0.01505448590800662
AL,21-1029,"Social Workers, All Other",detailed,49280.0,82450.0,94270.0,105370.0,112510.0,0.01348723882852676
AL,21-1091,Health Education Specialists,detailed,40580.0,45500.0,65210.0,78760.0,97180.0,0.0366455323813526
AL,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,42300.0,49000.0,61050.0,74290.0,84270.0,0.022230792084552586
AL,21-1093,Social and Human Service Assistants,detailed,24170.0,29660.0,35830.0,42730.0,52100.0,0.019078328669638767
AL,21-1094,Community Health Workers,detailed,33470.0,36800.0,43340.0,47880.0,62790.0,0.016492336642572214
AL,21-2011,Clergy,detailed,38480.0,48140.0,50180.0,57650.0,71650.0,0.004158935325724533
AL,21-2021,"Directors, Religious Activities and Education",detailed,53090.0,65780.0,79310.0,114490.0,122180.0,0.01888086965485991
AL,23-1011,Lawyers,detailed,62310.0,82920.0,131970.0,181440.0,249090.0,0.04756647733080932
AL,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,76160.0,112400.0,134810.0,207480.0,207480.0,0.01834651092574613
AL,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,44770.0,49220.0,76810.0,88510.0,112790.0,0.045508614556335925
AL,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,37420.0,41660.0,52850.0,77310.0,110110.0,0.024076906343607263
AL,23-2011,Paralegals and Legal Assistants,detailed,30750.0,38150.0,47260.0,63490.0,77100.0,0.021644773282138763
AL,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,45360.0,48570.0,61330.0,77340.0,87440.0,0.02360049237682449
AL,25-1011,"Business Teachers, Postsecondary",detailed,48310.0,62710.0,82170.0,128810.0,171420.0,0.027395475019596383
AL,25-1021,"Computer Science Teachers, Postsecondary",detailed,56310.0,64640.0,92640.0,123780.0,159600.0,0.03664419450445533
AL,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,50230.0,60560.0,65900.0,79630.0,97860.0,0.008486188511392267
AL,25-1031,"Architecture Teachers, Postsecondary",detailed,62890.0,79300.0,80770.0,101760.0,125400.0,0.001838435936327265
AL,25-1032,"Engineering Teachers, Postsecondary",detailed,59880.0,78650.0,103580.0,129480.0,164210.0,0.027916217421774414
AL,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,47370.0,59210.0,80030.0,99720.0,125800.0,0.03058964754260529
AL,25-1042,"Biological Science Teachers, Postsecondary",detailed,49800.0,61440.0,77540.0,100610.0,161460.0,0.02354622048293553
AL,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,48230.0,60960.0,80380.0,99560.0,125460.0,0.028040689797030005
AL,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,56080.0,63640.0,81940.0,97300.0,127790.0,0.02559661519805534
AL,25-1052,"Chemistry Teachers, Postsecondary",detailed,58230.0,63450.0,76430.0,100110.0,132730.0,0.01878659816768491
AL,25-1053,"Environmental Science Teachers, Postsecondary",detailed,43780.0,45980.0,64700.0,76460.0,76460.0,0.034745464256242364
AL,25-1054,"Physics Teachers, Postsecondary",detailed,58510.0,60990.0,82750.0,100620.0,121120.0,0.03098165327086244
AL,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,47690.0,60260.0,63090.0,72610.0,101820.0,0.004599921776069493
AL,25-1063,"Economics Teachers, Postsecondary",detailed,61260.0,76590.0,101250.0,129650.0,145900.0,0.028305825699513232
AL,25-1065,"Political Science Teachers, Postsecondary",detailed,51650.0,62200.0,77860.0,98900.0,139270.0,0.022709762141374545
AL,25-1066,"Psychology Teachers, Postsecondary",detailed,49000.0,61240.0,75340.0,95560.0,129240.0,0.020937234897470347
AL,25-1067,"Sociology Teachers, Postsecondary",detailed,48480.0,61050.0,73670.0,92280.0,104780.0,0.018967893622714227
AL,25-1071,"Health Specialties Teachers, Postsecondary",detailed,58540.0,61270.0,92310.0,128720.0,202190.0,0.04183774384493377
AL,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,48100.0,61920.0,79690.0,93360.0,122930.0,0.025551060180338814
AL,25-1081,"Education Teachers, Postsecondary",detailed,46750.0,51850.0,63730.0,78350.0,100490.0,0.020844317826894
AL,25-1082,"Library Science Teachers, Postsecondary",detailed,51870.0,61990.0,76340.0,78820.0,98200.0,0.0210406951937272
AL,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,46630.0,63140.0,65280.0,80640.0,118560.0,0.0033386837830584604
AL,25-1112,"Law Teachers, Postsecondary",detailed,30490.0,78340.0,135340.0,168070.0,199470.0,0.056195372761965734
AL,25-1113,"Social Work Teachers, Postsecondary",detailed,51130.0,58220.0,66520.0,75660.0,103710.0,0.01341657686768083
AL,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,51000.0,59990.0,63540.0,77540.0,96320.0,0.0057657329394318335
AL,25-1122,"Communications Teachers, Postsecondary",detailed,47420.0,51990.0,63760.0,78400.0,99160.0,0.020617120260446153
AL,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,46450.0,54730.0,62910.0,75450.0,92140.0,0.01402677773461769
AL,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,52750.0,60130.0,70580.0,81350.0,95300.0,0.01615286276825434
AL,25-1125,"History Teachers, Postsecondary",detailed,49990.0,61040.0,66550.0,81680.0,98360.0,0.00867986928027542
AL,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,46760.0,57740.0,62210.0,79030.0,96030.0,0.00748442778778724
AL,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,50720.0,53640.0,63420.0,69120.0,72480.0,0.016889462178922843
AL,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,50700.0,64640.0,72680.0,75240.0,89920.0,0.01179226993400162
AL,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,44800.0,49510.0,62580.0,85580.0,122750.0,0.02370367707880905
AL,25-1199,"Postsecondary Teachers, All Other",detailed,46420.0,49500.0,51060.0,54990.0,58180.0,0.003107693120948607
AL,25-2011,"Preschool Teachers, Except Special Education",detailed,21150.0,23190.0,28310.0,33240.0,47350.0,0.02014971382553865
AL,25-2012,"Kindergarten Teachers, Except Special Education",detailed,37400.0,39820.0,50900.0,63790.0,67510.0,0.02485317916551355
AL,25-2021,"Elementary School Teachers, Except Special Education",detailed,47750.0,49290.0,61380.0,64160.0,73950.0,0.02217865208230707
AL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,48320.0,49240.0,61770.0,63760.0,74090.0,0.022930094527230382
AL,25-2023,"Career/Technical Education Teachers, Middle School",detailed,44140.0,48240.0,58410.0,80370.0,105190.0,0.019314003617854292
AL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,48190.0,51240.0,61990.0,72470.0,76300.0,0.01922777830025879
AL,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,53230.0,59390.0,59470.0,62280.0,62290.0,0.0001346212296979843
AL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,50510.0,59480.0,64520.0,73380.0,77150.0,0.008166680044819907
AL,25-2057,"Special Education Teachers, Middle School",detailed,34360.0,52970.0,62850.0,69810.0,76730.0,0.017249607390729116
AL,25-2058,"Special Education Teachers, Secondary School",detailed,50020.0,58460.0,62210.0,71070.0,75030.0,0.006236667410410401
AL,25-2059,"Special Education Teachers, All Other",detailed,37590.0,37590.0,49520.0,77170.0,88710.0,0.02794725472156001
AL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,37770.0,42910.0,48870.0,58440.0,63410.0,0.013090825560279518
AL,25-3021,Self-Enrichment Teachers,detailed,21520.0,28230.0,38430.0,51670.0,60810.0,0.03132596216082817
AL,25-3031,"Substitute Teachers, Short-Term",detailed,18170.0,23060.0,25340.0,30020.0,30020.0,0.009473054012813176
AL,25-3041,Tutors,detailed,19630.0,29700.0,35500.0,41950.0,45230.0,0.01799862258477347
AL,25-3099,"Teachers and Instructors, All Other",detailed,36590.0,48730.0,66510.0,83780.0,98330.0,0.03159458464965437
AL,25-4011,Archivists,detailed,38670.0,48910.0,57860.0,73920.0,93640.0,0.01694643137647911
AL,25-4012,Curators,detailed,40800.0,47120.0,61120.0,75270.0,98470.0,0.026355482130194785
AL,25-4013,Museum Technicians and Conservators,detailed,23770.0,23770.0,38350.0,49550.0,70400.0,0.04899548430594347
AL,25-4022,Librarians and Media Collections Specialists,detailed,37890.0,52400.0,64650.0,74090.0,78310.0,0.021230376049743427
AL,25-4031,Library Technicians,detailed,29190.0,30850.0,37150.0,44180.0,48380.0,0.01875643496315571
AL,25-9021,Farm and Home Management Educators,detailed,43810.0,46650.0,58330.0,75460.0,94740.0,0.022595866335458403
AL,25-9031,Instructional Coordinators,detailed,46460.0,57170.0,69000.0,97710.0,109710.0,0.01898570117801257
AL,25-9044,"Teaching Assistants, Postsecondary",detailed,17730.0,19550.0,22600.0,29070.0,37510.0,0.014603059870027746
AL,25-9045,"Teaching Assistants, Except Postsecondary",detailed,21440.0,22550.0,24070.0,27820.0,30590.0,0.006544440459156364
AL,25-9099,"Educational Instruction and Library Workers, All Other",detailed,20970.0,37630.0,37630.0,45180.0,61110.0,0.0
AL,27-1011,Art Directors,detailed,56540.0,66190.0,77220.0,98240.0,131700.0,0.015532301164232099
AL,27-1012,Craft Artists,detailed,21520.0,28340.0,40800.0,44270.0,44270.0,0.03711288926385592
AL,27-1021,Commercial and Industrial Designers,detailed,45430.0,58600.0,63640.0,78870.0,93030.0,0.00828488193702226
AL,27-1023,Floral Designers,detailed,22880.0,27530.0,34430.0,37520.0,46620.0,0.022617171802727043
