occ_code,occ_title,o_group,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual_growth_rate,typical_education
25-1112,"Law Teachers, Postsecondary",detailed,72850.0,88710.0,119540.0,169570.0,284350.0,0.0302771483204602,Doctoral or professional degree
25-1113,"Social Work Teachers, Postsecondary",detailed,53760.0,74160.0,81500.0,107870.0,151990.0,0.0094824864658047,Doctoral or professional degree
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,60420.0,74960.0,99410.0,143070.0,202740.0,0.0286320445476726,Master's degree
25-1122,"Communications Teachers, Postsecondary",detailed,78660.0,102290.0,135000.0,186490.0,218880.0,0.0281347993377645,Doctoral or professional degree
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,62360.0,95900.0,130490.0,167640.0,216190.0,0.0312782594130292,Doctoral or professional degree
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,45580.0,64680.0,99860.0,166400.0,208410.0,0.0443886779230815,Doctoral or professional degree
25-1125,"History Teachers, Postsecondary",detailed,62690.0,85200.0,127170.0,168450.0,217700.0,0.0408652454293259,Doctoral or professional degree
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,75070.0,89530.0,105820.0,153940.0,206110.0,0.016857081083383,Doctoral or professional degree
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,48180.0,58220.0,97620.0,129440.0,160870.0,0.0530443449353383,Doctoral or professional degree
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,59970.0,77450.0,127780.0,165970.0,210140.0,0.051342319073993,Doctoral or professional degree
25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,45800.0,52110.0,76630.0,116450.0,168680.0,0.0393163878052404,Bachelor's degree
25-1199,"Postsecondary Teachers, All Other",detailed,53830.0,71310.0,100690.0,141520.0,175950.0,0.0351030551861712,Doctoral or professional degree
25-2011,"Preschool Teachers, Except Special Education",detailed,37870.0,43910.0,47400.0,59150.0,65350.0,0.0076773351758447,Associate's degree
25-2012,"Kindergarten Teachers, Except Special Education",detailed,53210.0,64100.0,82550.0,107340.0,124400.0,0.0256186388696164,Bachelor's degree
25-2021,"Elementary School Teachers, Except Special Education",detailed,61940.0,77140.0,99650.0,119970.0,127070.0,0.0259348127388512,Bachelor's degree
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,62410.0,76270.0,98950.0,111610.0,129500.0,0.0263753310474841,Bachelor's degree
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,64600.0,79710.0,101370.0,125920.0,132600.0,0.0243294609664994,Bachelor's degree
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,60590.0,64330.0,80620.0,102510.0,126170.0,0.0228287439392582,Bachelor's degree
25-2051,"Special Education Teachers, Preschool",detailed,38050.0,48400.0,59550.0,83370.0,117700.0,0.0209480416369931,Bachelor's degree
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,63180.0,76700.0,97170.0,108320.0,123590.0,0.0239380547177467,Bachelor's degree
25-2057,"Special Education Teachers, Middle School",detailed,68110.0,80550.0,101530.0,120550.0,127720.0,0.0234176065000648,Bachelor's degree
25-2058,"Special Education Teachers, Secondary School",detailed,63390.0,79740.0,101060.0,123840.0,131600.0,0.0239772461267149,Bachelor's degree
25-2059,"Special Education Teachers, All Other",detailed,64830.0,82090.0,103050.0,120860.0,126210.0,0.0230003305601405,Bachelor's degree
